post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments,source,num of followers
571,"Oct 23, 2023","Learning journeys can be filled with unexpected twists and turns, but they are always rewarding. Take Kisha’s story.

Kisha paid her bills with a customer service call center gig on nights and weekends, but it wasn’t what she imagined herself doing long-term. “I was tired of not living up to my potential,” she tells us.

The silver lining was that every shift wasn’t exactly busy, so Kisha took to searching “careers for introverts without a degree” in her downtime. She went down a major rabbit hole, but discovered how well web development paid, and although it was challenging — it was something she could learn without going back to school for a degree.

Kisha discovered Udemy while scrolling Facebook. She started taking courses in copywriting and social media marketing, before finding her way back to coding (more specifically email development). It wasn’t long before she had freelance clients and was getting paid for the skills she had recently learned. Freelance work came with its own set of challenges, but Kisha used her experience to land a job at a marketing agency and other roles. Kisha estimates that she tripled the salary of her call center job in less than 2 years!

“It filled me with confidence in myself. I had a lot of self-doubt before about achieving what I set out to do,” she recalls.

Today, Kisha has her own email marketing agency. She also volunteers her time teaching the skills she’s learned, speaks at tech conferences around the world, and is even developing a course on the Udemy platform focused on breaking into tech with a non-traditional background.

“I set out on this journey and now, I get to give back to other learners,” she beams.

We’re so proud of you Kisha and can’t wait to check out your course!

#AlwaysLearning","['Wow! What an inspirational story, Kisha!! It’s AMAZING the opportunities eLearning opens for each of us! 🙌🙌', 'Congratulations, Kisha!', 'I didn’t get a response based on getting a certificate in data analysis', 'If you have an inspiring story of your own, share it with us at the link in bio!']","['11w', '12w', '12w', '12w']","['education.exploration', 'lewccylew', 'tonyautoservicesltd', 'udemy']","['0', '0', '0', '0']",4,udemy,3000000.0
440,"Nov 2, 2023","Another strong quarter in the books! 📈

We’re proud to announce that Udemy’s third quarter results have exceeded our expectations for growth as we continue to invest in innovative technology like generative AI to help enterprises address skills gaps and provide more personalized skills-development experiences.

Read all about it at the 🔗 in bio.","['Customer service = 0', 'Fantastic!', 'It’s time for a change, Udemy! The new Ûdemy font is bold, innovative, and sets you apart from the competition and capture the attention of learners worldwide. 🌎\n\nU̶d̶e̶m̶y̶ : Ûdemy\n\nWhat do you think? 🤔\n\n#Ûdemy #Innovation #ideas', 'it’s time to change the alphabet udemy to Ûdemy\n\nI request to you could you please check my DM.']","['10w', '10w', '10w', '10w']","['mohammaduxi', 'thedailypythontip', 'meetcipher', 'meetcipher']","['2 likes', '0', '3 likes', '1 like']",4,udemy,3000000.0
979,"Oct 23, 2023","That's a wrap on FWD Mumbai 2023!

The event was bustling with insightful conversations around the future of the skills economy, generative AI and DEI in the L&D space. We'll see you again next year, FWD Mumbai!","['@raramamaraa 🔥', 'Hey what about our free courses that you where offering have to forgotten about that']","['12w', '12w']","['marlsi', 'md_mubashir_2802']","['1 like', '0']",2,udemy,3000000.0
299,"Aug 30, 2023","Calling all tech enthusiasts! Are you attending @googlecloud Next '23? Don't let your learning stop there 🤓

P.S. There's still two days left of our biggest sale of the season, so now's the best time to shop! 🔗 in bio","['🙌', 'Check out our page 🙌', 'Sounds interesting 🙌', '🤍🤍🤍']","['19w', '19w', '19w', '19w']","['care_of_careers', 'care_of_careers', 'fo_coding', 'peshawa7_me']","['0', '0', '0', '1 like']",4,udemy,3000000.0
643,"Nov 25, 2023","FWD London 2023, over and out!

Our guests braved the conditions of Storm Ciarán in the UK to join us and wow, what a venue! We had a full house with incredible sessions on AI in learning, 2024 learning and skills trends and a panel of learning leaders sharing how they are building a future-ready workforce.

We are so excited to get back in 2024!","['You have so much high quality content at your disposal! Your Instagram page should be so much better than it is. You have almost 3 million followers but hardly any engagement. How does that happen?\n\nYou could start by prioritizing video content over static images. IG is a platform with an algorithm that favors videos and reels.', 'Hii sir I need a suggestion. I have passed b.tech in mechanical engineering in 2017 and after that i was continuously preparing for government jobs . I have more than 6 years of career gap. Should I enter in it sector if I learn coding or should I go for mechanical engineering private jobs. Needs a suggestion thankyou']","['7w', '7w']","['asitworks', 'rishav44596']","['0', '0']",2,udemy,3000000.0
317,"Aug 23, 2023","And that's a wrap! Swipe to see what we covered this season on #LeadingUp.

Head to the link in bio to stream season 3 now 🎧","['@_rl9 🐐🐐', 'Nice content 🔥', '🔥🔥🔥', 'Online Work From Home Opportunity\nFlexible Timings (Atleast 3-4hrs/day)\nIncome 40000pkr-50000pkr\nFor Students, housewives, Employed and unemployed both\nFor details check my profile and fill up the form']","['20w', '20w', '20w', '20w']","['minou_james700', 'fo_coding', 'hass.osman', 'swera_enterpreneur']","['0', '0', '0', '0']",4,udemy,3000000.0
233,"Nov 8, 2023","being a leader means making decisions on the fly ✈️

listen to the full episode to hear about how curiosity can help you stay on top of your leadership game. 🔗 in bio!",[],[],[],[],0,udemy,3000000.0
328,"Sep 29, 2023",Where will you traverse next?,[],[],[],[],0,udemy,3000000.0
249,"Aug 22, 2023",Learn new skills for your career or a new hobby. Save on courses during our biggest sale of the season. Shop now at the 🔗 in bio!,[],[],[],[],0,udemy,3000000.0
"1,071","Oct 19, 2023",a walk? a snack? both? let us know ⬇️,"['From the river to the sea, Palestine will be free 🇵🇸🇵🇸🇵🇸🇵🇸', ""<answer > I don't </answer >"", '<output>caffee</output>', '</input> 💀', 'type = ""text""', 'Input.value = ""By watching anime"";', 'Can you guys add bank transfer as payment mode because your website is rejecting all the cards I’ve tried using including USD card', 'Travel and gym', 'Social media and food😂😂😂😂', '<button type:submit value=""movies""></button>', '<br>', 'A walk or a coffee, at least during work.']","['12w', '12w', '12w', '12w', '12w', '12w', '12w', '12w', '12w', '11w', '12w', '12w']","['yasminamour_', 'mikhail_dalia_', 'neamat_andishmand', 'dev.aztex', 'mr.iitian_26', 'paulbarretto.dev', 'iheomasom_trust', 'sirarchie8105', 'tonyautoservicesltd', 'jay_codexx', 'nico.capy', 'fiprojekt']","['0', '5 likes', '0', '3 likes', '2 likes', '1 like', '0', '0', '0', '0', '0', '0']",12,udemy,3000000.0
286,"Oct 4, 2023","early career employees (hi, gen Z 👋) need to feel 100% supported from day one. if not, they might be onto the next.

head to the link in our bio for the full episode 🎧","['Absolutely. We also need to prepare them for their role within the company. Show them how they function within the larger org and how they are important. Then, we teach them the skills to succeed.', 'Agreed! Especially within a large company that has a lot going on and several websites utilized within the company for employees, projects, etc and', '❤️']","['14w', '14w', '12w']","['roselearningsolutions', 'daneka_dodson', 'itsthandiswa']","['0', '0', '0']",3,udemy,3000000.0
302,"Oct 27, 2023",Here's how Integralis transformed the way their organization learns and grows 📈,"['Soft skills are SO important, especially for a remote workforce! 👏', ""Hello I'm trying to make payment for a course but I'm having issues doing so""]","['11w', '11w']","['education.exploration', 'techbro52']","['1 like', '2 likes']",2,udemy,3000000.0
270,"Nov 15, 2023","our very own CEO, Greg Brown, spills the tea on the secrets to his success 🤫

full episode at the 🔗 in bio","['😏', 'Admin please check my dm 👨🏻\u200d💼']","['8w', '8w']","['aitechteach', 'chefblunt']","['0', '0']",2,udemy,3000000.0
296,"Sep 14, 2023","Getting help from your friends 🤝 Avoiding burnout

Use this coupon 🎟️ the next time you're stuck on a coding exercise (or any other project, really) and could use an extra set of eyes. We're here to remind you that it's okay to ask for help when you need it -- we can't do everything by ourselves!

No exclusions apply. Unlimited uses. Coupon never expires. 💙","[""@exreed_ I recently purchased a Data Science with Python Course and it has been very helpful. I've learned a lot of new things from this course. I must say that it's one of the best online course platform."", '@praaa_pon______', '❤️❤️❤️❤️', 'Ctrl C + Ctrl V']","['9w', '16w', '17w', '17w']","['emp_ower_me', 'faizairyy', 'neamat_andishmand', 'minou_james700']","['0', '1 like', '0', '0']",4,udemy,3000000.0
330,"Sep 21, 2023","Not sure how to manage up and have difficult conversations at work? You might want to give this episode a listen!

🔗 in bio!","['If any one wants to earn 20 to 30k by doing part time business then dm me I am interested', 'Yessss providing evidence is gonna build you a stronger case people 👏🏼', 'Imma do this once sending\n5 grand to the first ""6""\nPeople to hmu with ""BLESSED""\nCus i feel some people Going Though\n""DIFFICULTIES, Y\'all stay Blessed']","['16w', '16w', '16w']","['its_utkarsh1911', 'hrsuitespot', 'ieskelvin__paid']","['0', '0', '1 like']",3,udemy,3000000.0
212,"Nov 30, 2023","a round of applause for season 4! 👏

listen to our leadership podcast, Leading Up, at the link in bio.",['🔥🔥'],['6w'],['kasana_irshad'],['0'],1,udemy,3000000.0
